Age,Attrition,Department,JobRole,Gender,MaritalStatus,MonthlyIncome,YearsAtCompany,EducationField,BusinessTravel
43,0,1,4,0,0,4765,1,1,2
20,1,2,8,0,2,2044,2,3,2
21,1,1,6,0,2,2693,1,4,2
36,0,1,0,1,1,6586,16,1,2
47,0,2,8,0,2,3294,3,1,2
22,1,1,4,0,1,4171,3,1,2
41,1,1,2,0,0,2778,7,1,2
28,0,1,6,0,0,2377,2,3,2
39,1,1,2,1,1,2404,2,3,2
27,0,1,6,0,2,2318,1,1,2
34,0,1,2,1,0,2008,1,1,2
42,0,2,7,0,2,6244,5,3,2
33,0,1,6,1,2,2799,3,4,2
58,0,1,0,0,0,10552,6,5,2
31,0,2,8,1,1,2329,7,1,2
35,0,1,0,0,1,4014,10,1,2
49,0,1,2,0,1,7403,26,4,2
48,0,1,6,1,1,2259,0,3,2
31,0,2,7,0,1,6932,9,2,0
36,0,1,6,1,2,4678,6,4,2
38,0,1,5,0,1,13582,15,5,2
32,0,1,2,0,1,2332,3,1,0
25,1,2,8,1,1,2413,1,2,2
40,0,2,7,1,0,9705,1,2,2
26,0,2,7,1,2,4294,7,3,1
41,0,1,2,1,2,4721,18,3,2
36,0,1,2,1,2,2519,11,3,2
19,1,2,8,1,2,2121,1,4,2
20,1,1,2,1,2,2973,1,5,2
31,0,1,0,0,1,5855,9,3,2
40,0,1,6,1,0,3617,1,3,1
32,0,1,4,0,1,6725,8,3,2
36,1,2,7,1,1,10325,16,1,2
33,0,1,0,0,2,6949,5,1,2
37,1,2,7,1,1,10609,14,1,2
45,0,1,2,1,1,4447,9,1,0
29,0,2,8,0,1,2157,3,5,1
35,0,2,7,0,1,4601,5,3,2
52,0,1,3,1,1,17099,9,1,2
58,1,1,6,1,2,2479,1,5,2
53,0,2,3,1,0,14852,17,3,2
30,0,2,7,1,0,7264,8,4,2
38,0,2,7,0,2,5666,5,5,0
35,0,2,7,1,0,7823,10,1,2
39,0,2,7,1,2,7880,8,1,2
40,1,2,7,0,2,13194,1,1,0
47,0,1,4,1,0,5067,19,3,1
36,0,2,7,1,0,5079,7,5,0
31,1,1,6,1,2,2321,3,3,0
33,0,2,3,1,2,17444,10,1,0
29,1,1,6,0,2,2404,0,1,2
33,0,1,6,0,2,3452,3,1,2
45,0,1,2,0,0,2270,5,3,2
50,0,1,5,1,0,17399,5,3,2
33,0,1,0,0,1,5488,6,4,1
41,0,1,5,1,0,19419,18,3,1
27,0,1,2,0,1,2811,2,5,2
45,0,1,2,1,1,3633,9,1,0
47,0,2,7,0,2,4163,9,1,2
30,1,1,6,0,1,2132,5,1,2
50,0,1,4,1,1,13973,12,1,2
38,0,1,6,1,1,2684,2,3,1
46,0,1,4,1,0,10845,8,3,2
24,0,1,4,0,0,4377,4,3,2
35,1,1,2,1,0,3743,4,4,2
31,0,1,4,0,1,4148,4,1,1
18,0,1,6,1,2,1051,0,1,0
54,0,1,4,0,1,10739,10,5,2
35,0,1,0,0,0,10388,16,3,2
30,0,1,5,0,1,11416,8,1,2
20,1,1,6,0,2,2600,1,3,2
30,1,1,2,0,2,2422,3,3,1
26,0,1,4,1,1,5472,8,3,2
22,0,1,2,1,1,2451,4,1,2
48,0,1,0,1,2,4240,2,1,2
48,0,1,0,1,2,10999,15,1,2
41,0,1,4,0,2,5003,2,3,2
39,0,1,4,0,1,12742,21,1,2
27,0,1,4,0,1,4227,3,1,2
35,0,1,2,1,0,3917,3,4,2
42,0,2,3,1,1,18303,1,2,2
50,0,1,2,1,1,2380,1,1,2
59,0,1,4,0,2,13726,5,1,2
37,1,1,0,0,1,4777,1,3,2
55,0,1,0,1,1,6385,8,3,1
41,0,1,5,0,0,19973,21,1,0
38,0,2,7,1,2,6861,1,1,2
26,1,2,7,1,2,4969,2,3,0
52,1,2,3,0,1,19845,32,2,2
44,0,2,7,0,1,13320,12,3,2
50,0,2,7,0,1,6347,18,1,0
36,1,1,2,0,2,2743,17,1,2
39,0,1,4,0,2,10880,21,3,1
33,0,2,8,0,2,2342,2,1,0
45,0,2,3,0,1,17650,9,1,2
32,0,1,2,0,2,4025,8,3,0
34,0,2,7,1,0,9725,15,2,2
59,0,2,3,1,1,11904,6,5,2
45,0,0,1,1,2,2177,6,3,2
53,0,2,7,0,1,7525,15,2,1
36,1,1,2,1,0,4834,1,4,2
26,1,1,6,1,1,2042,3,1,1
34,0,2,8,0,1,2220,1,1,2
28,0,2,8,1,1,1052,1,3,2
38,0,1,6,1,1,2821,2,4,1
50,0,1,5,1,1,19237,8,3,2
37,0,1,0,0,2,4107,4,4,2
40,0,2,7,1,1,8396,7,2,2
26,0,1,6,0,0,2007,5,3,1
46,0,1,5,1,0,19627,2,3,2
54,0,2,7,0,1,10686,9,1,2
56,0,1,6,0,1,2942,5,3,1
36,0,1,4,0,2,8858,14,3,2
55,0,1,3,1,2,16756,9,3,0
43,0,2,7,1,0,10798,1,3,2
20,1,2,8,0,2,2323,2,2,1
21,1,1,2,0,2,1416,1,1,2
46,0,1,6,0,0,4615,16,1,2
51,1,1,6,1,1,2461,10,1,2
28,1,1,0,1,2,8722,10,5,0
26,0,1,2,1,1,3955,5,3,2
30,0,1,4,1,1,9957,6,4,2
41,0,1,6,0,1,3376,10,5,2
38,0,1,0,0,1,8823,19,1,2
40,0,1,0,1,1,10322,11,5,2
27,0,1,2,1,1,4621,3,1,0
55,0,1,4,1,1,10976,3,1,1
28,0,1,6,0,2,3660,8,4,2
44,1,0,1,1,1,10482,20,3,2
33,0,1,0,1,0,7119,3,1,2
35,1,2,7,1,2,9582,8,5,2
33,1,1,6,0,2,4508,13,3,1
28,0,1,2,1,0,2207,4,1,2
34,0,1,0,1,2,7756,6,1,1
37,0,2,7,0,0,6694,1,1,2
25,1,1,2,1,1,3691,7,5,2
26,1,1,2,1,0,2377,1,3,2
33,1,1,6,1,2,2313,2,3,2
42,0,1,3,1,1,17665,22,3,2
28,1,1,2,1,0,2596,1,3,1
50,1,2,7,1,2,4728,0,4,1
33,0,2,7,0,1,4302,3,1,1
34,0,1,6,1,1,2979,0,1,0
48,0,1,3,1,2,16885,5,3,0
45,0,2,7,0,1,5593,15,1,0
52,0,1,0,1,2,10445,8,1,2
38,0,2,7,1,0,8740,8,2,2
29,0,1,6,0,0,2514,7,1,2
28,0,1,4,0,0,7655,9,3,2
46,0,2,3,1,1,17465,12,2,2
38,0,2,7,1,2,7351,1,2,2
43,0,1,4,0,1,10820,8,1,1
39,1,1,0,1,0,12169,18,1,1
40,0,1,5,1,2,19626,20,3,2
21,0,1,6,0,2,2070,2,5,2
39,0,1,2,1,2,6782,5,1,0
36,0,1,4,1,2,7779,11,1,0
31,0,2,8,1,1,2791,2,1,1
28,0,1,6,1,1,3201,5,1,2
35,0,2,7,1,0,4968,5,2,1
49,0,2,7,1,1,13120,9,5,2
34,0,1,4,1,2,4033,3,1,1
29,0,1,6,0,0,3291,7,1,1
42,0,1,2,1,2,4272,1,3,2
29,0,1,4,1,1,5056,10,3,2
38,0,0,1,1,1,2844,7,0,2
28,0,1,6,1,0,2703,3,1,1
18,1,1,2,1,2,1904,0,3,0
33,1,2,7,0,2,8224,5,2,2
41,0,1,2,1,1,4766,1,1,2
31,1,1,2,1,1,2610,2,3,1
37,0,1,0,0,0,5731,6,3,2
27,0,1,6,1,1,2539,4,1,2
34,0,2,7,0,1,5714,6,1,2
35,0,0,1,1,2,4323,5,5,2
29,1,2,7,0,1,7336,11,1,2
40,0,1,5,0,2,13499,18,3,1
42,1,2,7,1,2,13758,21,1,1
42,0,2,7,1,2,5155,6,2,2
35,0,1,2,1,1,2258,8,3,2
24,0,1,2,1,2,3597,4,3,2
28,1,1,2,0,1,2515,1,1,2
26,0,1,2,1,1,4420,8,3,2
30,0,2,7,1,1,6578,10,2,2
40,0,1,6,0,1,4422,1,3,1
35,0,1,4,1,0,10274,7,1,2
34,0,1,0,1,2,5343,13,3,1
35,0,1,2,1,1,2376,2,4,1
43,1,2,7,0,2,5346,4,2,2
32,0,2,8,0,0,2827,1,1,0
56,0,1,3,0,0,19943,5,5,2
29,0,1,2,0,1,3131,10,3,2
19,0,1,6,1,2,2552,1,1,2
45,0,1,6,0,1,4477,3,3,2
37,0,1,4,0,1,6474,14,1,2
20,0,1,2,1,2,3033,2,1,2
44,1,1,6,1,2,2936,6,1,2
53,0,1,3,0,0,18606,7,3,2
29,0,1,6,0,1,2168,5,1,2
22,1,1,6,1,1,2853,0,1,1
46,0,2,3,0,1,17048,26,2,2
44,0,1,6,1,2,2290,0,1,0
33,0,0,1,1,1,3600,5,0,2
41,1,1,6,1,0,2107,1,1,0
30,0,2,7,1,0,4115,4,1,2
40,0,2,7,1,1,4327,0,3,1
50,0,1,3,0,1,17856,2,3,1
28,0,1,2,1,1,3196,6,3,2
46,0,1,5,1,1,19081,4,1,2
35,0,2,7,1,1,8966,7,1,2
24,1,1,2,0,1,2210,1,1,2
33,0,2,7,0,1,4539,10,3,1
36,0,1,2,1,0,2741,7,1,2
30,0,1,2,1,0,3491,10,1,2
44,0,1,6,1,2,4541,20,4,2
20,0,2,8,1,2,2678,2,2,2
46,0,1,4,1,0,7379,6,5,2
42,0,0,1,1,1,6272,4,3,0
60,0,2,7,1,0,5220,11,2,2
32,0,1,2,0,1,2743,2,4,1
32,0,1,6,0,2,4998,8,1,1
36,0,1,4,0,0,10252,7,5,2
33,0,1,6,1,1,2781,14,3,2
40,0,2,7,0,0,6852,5,5,2
25,0,2,7,1,2,4950,4,1,2
30,0,1,6,1,1,3579,11,3,2
42,0,1,5,0,1,13191,1,3,1
35,0,2,7,0,1,10377,13,2,0
27,0,1,6,1,1,2235,9,1,2
54,0,1,4,0,0,10502,5,1,1
44,0,1,6,0,1,2011,10,1,2
19,1,1,6,0,2,1859,1,3,0
29,0,1,6,0,0,3760,3,1,2
54,0,1,5,1,1,17779,10,1,2
31,0,1,0,1,1,6833,6,3,2
31,0,1,0,0,2,6812,10,3,2
59,0,2,7,0,2,5171,6,1,2
43,0,1,5,1,1,19740,8,1,2
49,0,1,3,1,1,18711,1,3,2
36,0,1,6,1,1,3692,11,5,1
48,0,1,2,1,2,2559,1,5,2
27,0,1,6,1,0,2517,5,1,2
29,0,1,0,1,0,6623,6,1,2
48,0,1,5,1,2,18265,1,1,2
29,0,1,5,0,0,16124,7,1,2
34,0,1,6,0,1,2585,1,5,2
44,0,2,3,1,1,18213,22,2,2
33,0,2,7,1,0,8380,9,2,2
19,0,1,6,0,2,2994,1,1,2
23,0,1,6,1,1,1223,1,1,2
25,1,2,8,1,2,1118,1,1,1
26,0,1,6,1,2,2875,8,1,2
45,1,2,3,0,2,18824,24,2,2
55,0,1,0,1,0,13577,33,3,0
21,1,1,2,0,2,2625,2,1,1
46,0,2,3,0,1,18789,11,2,2
34,0,2,7,0,2,4538,3,2,2
51,0,2,3,1,0,19847,29,1,1
59,0,1,4,1,2,10512,9,3,2
34,0,1,2,0,0,4444,11,3,1
28,0,1,2,1,2,2154,4,3,1
44,0,1,3,1,0,19190,25,1,2
34,0,0,1,1,1,4490,10,1,1
35,0,1,6,1,1,3506,3,1,2
42,0,1,6,0,1,2372,1,3,2
43,0,2,7,0,2,10231,21,2,2
36,0,1,4,0,2,5410,16,1,2
44,1,1,0,0,1,7978,10,3,2
28,0,1,2,1,1,3867,2,1,1
51,0,1,2,0,2,2838,7,3,1
30,0,1,4,0,2,4695,8,3,0
29,1,1,2,0,0,3339,7,5,2
28,0,1,6,1,2,2080,3,5,2
25,0,1,6,0,2,2096,2,3,2
32,0,2,7,1,1,6209,10,3,2
45,0,1,3,0,2,18061,0,3,1
39,0,1,3,0,0,17123,19,3,2
58,0,1,6,1,0,2372,2,1,2
32,1,1,2,1,1,4883,10,1,2
39,1,1,6,1,2,3904,5,3,2
30,0,1,2,0,1,4627,9,5,2
36,0,1,0,0,1,7094,7,5,2
46,0,0,1,0,2,3423,7,1,2
28,0,1,2,0,1,6674,9,1,0
50,0,1,5,0,1,16880,3,1,2
40,1,2,7,1,2,9094,5,2,2
52,1,2,7,1,2,8446,8,1,2
30,0,1,3,0,1,11916,9,3,2
39,0,1,4,1,2,4534,8,1,2
31,0,2,7,0,0,9852,10,1,0
41,0,2,7,1,2,6151,19,3,0
31,1,2,8,0,2,2302,3,1,1
44,1,1,2,1,1,2362,3,1,2
42,0,1,3,1,1,17861,20,1,0
55,0,1,3,0,1,19187,19,3,2
56,0,0,3,1,2,19717,7,1,2
40,0,1,6,1,0,3544,4,1,0
34,0,1,0,1,0,8500,9,1,2
40,0,1,6,1,2,4661,9,1,2
41,0,2,7,0,0,4103,9,2,1
35,0,1,6,1,2,4249,9,1,1
51,0,0,3,1,0,14026,33,1,2
38,0,2,7,0,0,6893,7,1,2
34,0,2,7,0,2,6125,10,3,2
25,0,1,2,1,1,3669,3,3,2
58,1,1,4,0,1,10008,10,3,2
40,0,1,2,1,1,2387,4,1,2
36,0,2,7,0,1,4639,15,2,1
48,0,1,4,1,2,7898,10,1,2
27,0,2,8,0,1,2534,1,3,2
51,0,1,4,0,2,13142,5,5,2
18,0,1,2,0,2,1611,0,1,0
35,0,1,2,0,1,5363,9,3,2
27,0,2,7,1,2,5071,6,1,1
55,1,2,7,1,2,13695,19,2,2
56,0,1,4,1,1,13402,19,1,2
34,0,1,6,0,0,2029,5,5,0
40,0,1,0,0,0,6377,12,3,2
34,0,1,2,1,1,5429,8,3,2
31,1,2,8,0,2,2785,1,1,1
35,1,2,7,0,1,4614,4,2,1
38,0,1,6,1,0,2610,4,1,1
34,0,1,0,0,2,6687,14,5,2
28,0,2,7,1,1,4724,5,1,2
31,1,1,4,1,1,6179,10,3,2
39,0,2,7,1,1,6120,5,1,2
51,0,2,7,1,1,10596,4,2,1
41,0,1,6,0,0,5467,6,1,1
37,0,1,6,1,1,2996,6,1,2
33,0,2,7,1,1,9998,5,1,1
32,0,2,7,1,1,4078,3,2,2
39,0,1,0,1,1,10920,6,1,0
25,0,2,7,1,1,6232,3,1,2
52,0,1,4,0,1,13247,5,3,1
43,0,1,6,0,2,4081,20,3,2
27,0,2,7,0,1,5769,6,2,2
27,1,1,6,0,2,2394,8,1,2
26,0,1,6,1,2,3904,4,3,2
42,0,0,3,0,1,16799,20,0,2
52,0,1,2,0,1,2950,5,4,2
37,0,1,2,0,2,3629,3,3,2
35,0,1,4,1,2,9362,2,1,1
25,0,1,2,1,1,3229,3,5,2
26,0,1,2,1,2,3578,7,4,2
29,0,0,1,1,2,7988,10,4,2
49,1,1,2,1,2,4284,4,1,1
29,1,1,0,0,2,7553,8,4,1
54,0,1,5,0,2,17328,20,3,2
58,0,1,5,0,1,19701,9,3,2
55,0,1,5,1,0,14732,7,3,2
36,0,2,7,0,2,9278,5,2,2
31,1,2,8,0,2,1359,1,1,1
30,0,2,7,0,0,4779,3,2,2
31,0,1,5,0,2,16422,3,1,2
34,0,1,6,1,0,2996,4,4,1
31,1,1,6,0,2,1261,1,1,2
27,0,1,2,1,1,2099,5,1,2
36,0,1,2,1,2,5810,10,1,2
36,0,2,7,0,1,5647,3,2,2
47,0,1,6,1,1,3420,6,5,2
25,1,2,8,1,1,4400,3,1,2
37,0,1,2,1,2,3500,6,5,0
56,0,1,6,0,1,2066,3,1,2
47,0,1,5,0,1,17169,20,3,2
24,0,2,7,0,1,4162,5,3,2
32,0,2,7,1,1,9204,4,2,2
34,0,1,2,0,1,3294,5,1,2
41,0,1,6,1,1,2127,4,3,2
40,0,1,2,1,0,3975,8,4,0
31,0,2,7,1,0,10793,13,1,2
46,1,2,7,1,0,10096,7,2,2
39,1,1,2,0,2,3646,1,1,0
31,1,1,4,0,2,7446,10,1,1
45,0,1,0,1,0,10851,7,3,2
31,0,0,1,0,2,2109,3,3,2
31,1,1,2,1,1,3722,2,1,1
45,0,1,4,1,1,9380,3,5,2
48,0,2,7,1,0,5486,2,2,2
34,1,0,1,0,1,2742,2,5,2
40,0,1,5,1,0,13757,9,3,0
28,0,2,7,1,2,8463,5,3,2
44,0,1,2,1,2,3162,5,1,0
53,0,1,5,1,2,16598,9,3,2
49,0,1,0,1,1,6651,3,5,2
40,0,1,6,1,0,2345,3,3,2
44,0,1,6,1,2,3420,5,1,2
33,0,2,7,1,1,4373,4,3,1
34,0,2,7,1,2,4759,13,4,2
30,0,2,7,1,1,5301,2,1,2
42,0,1,2,0,2,3673,12,3,1
44,0,2,7,0,1,4768,1,2,1
30,0,1,6,1,0,1274,1,5,0
57,0,1,6,1,1,4900,12,1,2
49,0,1,0,1,0,10466,8,1,2
34,0,1,5,1,0,17007,14,3,1
28,1,2,8,1,1,2909,3,5,1
29,1,2,7,0,2,5765,5,5,1
34,1,2,7,0,2,4599,15,3,2
35,0,2,8,1,1,2404,1,1,2
24,1,1,2,1,2,3172,0,3,1
24,0,2,8,0,1,2033,1,1,0
44,0,1,4,1,2,10209,2,3,1
29,0,2,7,1,0,8620,10,1,2
30,0,0,1,1,0,2064,5,1,2
55,0,1,0,1,1,4035,3,1,2
33,0,1,2,0,1,3838,5,3,2
47,0,2,7,0,1,4591,5,3,2
28,1,1,2,1,2,2561,0,3,1
28,0,1,6,1,0,1563,1,1,2
28,0,2,7,1,2,4898,4,1,1
49,0,1,2,0,1,4789,3,3,2
29,0,1,2,0,1,3180,3,1,1
28,0,1,4,1,1,6549,8,1,2
33,0,1,0,1,2,6388,0,1,2
32,0,1,3,1,2,11244,5,3,2
54,0,1,3,0,0,16032,14,3,1
29,1,1,6,1,2,2362,9,5,2
44,0,1,5,1,1,16328,20,1,2
39,0,1,4,0,2,8376,2,1,2
46,0,2,3,0,1,16606,13,1,2
35,0,1,0,0,2,8606,11,1,2
23,0,1,2,1,2,2272,4,1,2
40,1,1,2,1,2,2018,5,1,2
34,0,2,7,1,1,7083,10,5,2
31,1,1,6,0,2,4084,7,1,1
50,0,1,5,1,2,14411,32,3,1
34,0,2,8,1,1,2308,11,5,2
42,0,1,2,1,1,4841,1,3,2
37,0,1,6,1,1,4285,10,3,2
29,0,1,0,0,1,9715,7,4,2
33,0,1,4,1,2,4320,5,1,2
45,0,1,6,1,1,2132,5,5,2
42,0,1,0,1,1,10124,20,1,1
40,0,2,7,1,1,5473,8,3,2
33,0,1,2,1,1,5207,15,1,2
40,0,0,3,1,2,16437,21,3,2
24,0,1,2,1,0,2296,1,5,2
40,0,1,0,1,0,4069,2,1,0
45,0,1,0,1,0,7441,10,5,2
35,0,2,8,0,1,2430,5,1,2
32,0,1,6,0,1,5878,7,1,2
36,0,2,8,1,2,2644,3,1,2
48,0,2,7,0,0,6439,8,1,2
29,0,1,6,1,1,2451,1,1,2
33,0,2,7,1,1,6392,2,1,2
30,1,2,7,1,1,9714,10,1,2
38,0,0,1,1,1,6077,6,0,1
35,0,1,2,1,2,2450,3,3,2
30,0,2,7,1,1,9250,4,5,2
35,1,1,2,0,0,2074,1,1,2
53,1,1,4,0,1,10169,33,5,2
38,1,1,4,1,1,4855,5,3,2
32,0,1,6,1,1,4087,6,5,0
48,0,1,6,0,1,2367,8,4,2
34,0,1,6,1,2,2972,1,3,2
55,0,2,3,1,1,19586,36,2,2
34,0,1,6,1,1,5484,2,1,2
26,0,1,6,0,1,2061,1,1,2
38,0,2,7,1,1,9924,9,1,2
38,0,2,7,0,2,4198,3,1,2
36,0,2,7,0,2,6815,1,1,2
29,0,1,2,1,2,4723,10,3,2
35,0,1,0,0,2,6142,5,3,2
39,0,2,7,1,1,8237,7,3,2
29,0,1,0,1,0,8853,6,1,1
50,0,2,3,1,1,19331,1,2,2
23,0,1,6,1,1,2073,2,5,2
36,0,1,2,1,1,5562,3,1,1
42,0,1,3,1,2,19613,1,4,2
35,0,1,2,1,1,3407,10,1,2
34,0,1,0,1,1,5063,8,5,1
40,0,2,7,0,1,4639,5,1,2
43,0,1,2,1,0,4876,6,5,2
35,0,1,2,1,1,2690,1,1,2
46,0,2,3,1,2,17567,26,1,2
28,1,1,2,1,1,2408,1,3,2
22,0,1,6,0,1,2814,4,4,0
50,0,1,0,1,1,11245,30,3,1
32,0,1,6,0,1,3312,3,4,2
44,0,1,5,0,0,19049,22,3,2
30,0,1,6,1,1,2141,6,3,2
45,0,1,2,0,2,5769,10,3,2
45,0,2,7,1,1,4385,10,2,0
31,0,2,7,1,2,5332,5,4,1
36,0,1,4,0,1,4663,3,1,2
34,0,1,4,1,0,4724,9,1,1
49,0,1,2,0,1,3211,9,1,2
39,0,1,4,1,1,5377,7,3,2
27,0,1,2,1,0,4066,7,4,2
35,0,1,6,1,1,5208,16,1,2
28,0,1,4,0,0,4877,5,3,2
21,0,1,6,1,2,3117,2,3,2
18,1,2,8,0,2,1569,0,3,1
47,0,0,3,0,1,19658,5,1,2
39,0,1,2,1,0,3069,10,3,2
40,0,1,4,0,1,10435,18,1,2
35,0,1,0,0,1,4148,14,1,0
37,0,1,4,1,1,5768,4,1,2
39,0,1,4,0,2,5042,9,3,1
45,0,1,4,0,0,5770,10,4,2
38,0,1,4,0,1,7756,5,3,2
35,1,2,7,1,1,10306,13,3,2
37,0,1,6,0,1,3936,8,3,2
40,0,1,4,0,2,7945,4,1,2
44,0,0,1,1,1,5743,10,0,1
48,0,1,3,1,1,15202,2,3,1
35,1,2,7,1,0,5440,2,3,2
24,0,1,6,0,2,3760,6,5,1
27,0,1,6,0,1,3517,3,3,2
27,0,1,6,1,2,2580,4,3,1
40,1,1,2,1,2,2166,4,1,2
29,0,2,7,1,2,5869,5,3,2
36,0,1,0,0,1,8008,3,1,2
25,0,1,4,1,0,5206,7,1,1
39,0,1,4,1,1,5295,5,3,2
49,0,1,5,0,1,16413,4,4,2
50,0,1,5,0,0,13269,14,1,2
20,0,2,8,0,2,2783,2,3,2
34,0,1,6,0,0,5433,11,1,2
36,0,1,2,1,2,2013,4,1,2
49,0,1,0,0,1,13966,15,1,2
36,0,1,4,0,1,4374,3,3,0
36,0,1,0,1,0,6842,5,1,2
54,0,1,3,0,1,17426,10,3,2
43,0,1,5,1,1,17603,14,1,2
35,1,2,7,1,2,4581,11,4,1
38,0,1,6,1,1,4735,13,1,1
29,0,2,7,1,0,4187,10,3,2
33,0,2,7,1,0,5505,6,3,2
32,0,1,6,1,0,5470,9,3,2
31,0,2,7,0,1,5476,10,1,2
49,0,1,2,0,0,2587,2,3,2
38,0,1,2,0,2,2440,4,3,1
47,0,2,3,0,0,15972,3,1,2
49,0,1,3,1,2,15379,8,1,2
41,0,2,7,1,2,7082,2,1,2
20,0,2,8,1,2,2728,2,1,2
33,0,2,7,0,0,5368,6,1,0
36,0,1,0,1,1,5347,3,1,2
44,0,0,1,0,0,3195,2,1,2
23,1,1,2,1,2,3989,5,3,2
38,0,1,2,0,1,3306,0,3,2
53,0,1,0,1,1,7005,4,3,2
48,1,2,8,0,1,2655,9,3,1
32,1,1,2,1,2,1393,1,1,2
26,0,1,2,1,2,2570,7,3,0
55,0,1,6,1,0,3537,4,5,2
34,0,1,2,1,1,3986,15,3,2
60,0,1,0,1,0,10883,1,3,2
33,0,1,2,1,1,2028,14,3,2
37,0,2,7,1,0,9525,6,3,1
34,0,1,6,0,1,2929,10,1,2
23,1,2,8,1,0,2275,3,1,2
44,0,1,0,0,1,7879,8,1,2
35,0,1,6,1,2,4930,5,3,1
43,0,2,7,1,1,7847,10,3,2
24,0,1,6,1,1,4401,5,3,2
41,0,2,7,1,2,9241,10,2,2
29,0,1,2,0,1,2974,5,3,2
36,0,2,8,0,2,4502,13,1,2
45,0,1,0,1,1,10748,23,1,0
24,1,0,1,1,1,1555,1,0,2
47,1,2,7,1,1,12936,23,1,1
26,0,1,2,1,1,2305,3,3,2
45,0,1,5,0,2,16704,21,5,2
32,0,1,6,1,1,3433,5,1,1
31,0,1,2,1,1,3477,5,1,2
41,0,0,1,1,1,6430,3,0,0
40,0,1,4,0,1,6516,1,1,2
24,0,1,2,1,0,3907,6,3,2
46,0,1,0,1,2,5562,10,1,2
35,0,1,4,1,1,6883,7,1,2
30,0,1,6,1,1,2862,10,1,2
47,0,2,7,1,1,4978,1,2,0
46,0,2,7,1,0,10368,10,1,2
36,1,2,7,1,0,6134,2,2,2
32,1,2,7,1,2,6735,0,1,2
23,0,1,2,0,2,3295,3,3,2
31,0,1,4,0,2,5238,5,5,1
39,0,1,2,1,1,6472,9,1,0
32,0,2,7,1,1,9610,4,1,2
40,0,2,3,1,2,19833,21,3,2
45,0,0,1,0,1,9756,5,1,2
30,0,1,6,0,2,4968,9,5,1
24,0,0,1,1,1,2145,2,3,1
30,1,0,1,0,0,2180,4,0,1
31,0,2,7,1,1,8346,5,5,2
27,0,1,6,0,2,3445,6,3,2
29,1,2,8,0,2,2760,2,2,2
29,0,1,0,1,2,6294,3,1,1
30,0,2,7,1,0,7140,7,2,2
34,0,1,6,1,1,2932,5,3,2
33,0,2,7,0,2,5147,11,2,0
49,0,2,7,0,2,4507,5,2,2
33,1,2,7,0,2,8564,0,1,2
38,0,1,2,0,1,2468,6,3,1
31,1,2,7,1,1,8161,1,2,2
29,0,1,6,0,0,2109,1,5,2
30,0,1,0,1,1,5294,7,1,2
32,0,1,6,1,2,2718,7,5,0
38,0,1,0,1,1,5811,1,3,2
43,1,1,6,1,1,2437,1,5,1
42,0,1,2,1,0,2766,5,3,2
55,0,1,5,1,1,19038,1,3,2
33,0,1,6,1,0,3055,9,5,0
41,0,1,2,1,0,2289,5,1,2
34,0,2,7,1,0,4001,15,1,0
53,0,1,4,0,1,12965,3,3,0
43,0,0,1,1,2,3539,9,1,2
34,0,2,7,0,2,6029,2,1,2
21,1,2,8,1,2,2679,1,2,2
38,0,1,2,0,1,3702,5,4,2
22,1,1,2,0,1,2398,1,3,2
31,0,2,7,0,1,5468,12,2,2
51,0,1,3,0,1,13116,2,5,2
37,0,2,7,1,1,4189,5,2,2
46,0,1,5,1,0,19328,2,3,2
36,0,1,0,1,1,8321,12,1,2
44,1,1,6,1,0,2342,5,3,1
37,0,0,1,1,0,4071,10,4,2
35,1,2,7,1,2,5813,10,1,2
33,0,1,6,1,1,3143,10,1,2
28,0,1,6,1,1,2044,5,1,2
39,0,1,5,1,2,13464,4,3,2
46,0,2,7,1,2,7991,2,1,0
40,0,1,2,0,1,3377,4,1,2
42,0,1,0,1,1,5538,0,3,2
35,0,1,4,1,0,5762,7,3,0
38,0,0,1,1,0,2592,11,0,0
34,1,1,2,1,1,5346,7,1,1
37,1,1,4,1,2,4213,10,3,2
39,0,2,7,1,0,4127,2,1,1
43,0,1,6,1,2,2438,3,1,0
41,0,1,0,1,2,6870,3,1,2
41,0,2,7,0,0,10447,22,2,2
30,0,1,4,0,2,9667,7,3,2
26,1,0,1,0,1,2148,5,3,2
46,1,1,0,0,1,8926,9,3,2
40,0,1,0,0,0,6513,5,1,2
34,0,2,7,1,1,6799,10,5,2
58,0,2,3,1,0,16291,16,3,0
35,0,1,2,1,1,2705,5,3,2
47,0,1,4,0,0,10333,22,1,2
40,0,1,0,0,0,4448,7,1,2
54,0,1,6,0,1,6854,7,3,2
31,0,2,7,0,1,9637,3,2,1
28,0,1,6,0,1,3591,3,3,2
38,0,2,8,0,1,5405,4,2,2
26,0,2,7,1,2,4684,5,3,2
58,0,1,5,1,1,15787,2,1,1
18,0,1,6,0,2,1514,0,3,0
31,1,0,1,1,1,2956,1,0,2
29,1,0,1,1,0,2335,2,0,2
45,0,2,7,0,1,5154,8,1,0
36,0,1,6,0,1,6962,1,4,2
43,0,2,7,1,1,5675,7,1,1
27,0,1,2,0,2,2379,5,1,1
29,0,1,2,1,1,3812,11,3,1
32,0,2,7,1,2,4648,0,2,1
42,0,1,6,1,1,2936,6,5,0
47,0,1,2,0,2,2105,2,1,2
46,0,1,4,1,0,8578,9,1,2
28,0,0,1,1,0,2706,3,1,0
